event_day,event_hour,topics,city,country
2017-04-08,04:00,Fitness,Taipei,tw
2017-04-08,04:00,Mountain Biking,Taipei,tw
2017-04-08,04:00,Sports and Recreation,Taipei,tw
2017-04-08,04:00,Outdoors,Taipei,tw
2017-04-08,04:00,Fun Times,Taipei,tw
2017-04-08,04:00,Winter and Summer Sports,Taipei,tw
2017-04-08,04:00,Adventure,Taipei,tw
2017-04-08,04:00,Water Sports,Taipei,tw
2017-04-08,04:00,Sports and Socials,Taipei,tw
2017-04-08,04:00,Hiking,Taipei,tw
2017-04-08,04:00,Exercise,Taipei,tw
2017-04-08,04:00,Recreational Sports,Taipei,tw
2017-03-25,13:00,Language & Culture,Taipei,tw
2017-03-25,13:00,Language Exchange,Taipei,tw
2017-03-25,13:00,Chinese Language,Taipei,tw
2017-03-24,23:00,Wine,Hackensack,us
2017-03-24,23:00,Hiking,Hackensack,us
2017-03-24,23:00,Dining Out,Hackensack,us
2017-03-24,23:00,Marketing,Hackensack,us
2017-03-24,23:00,New In Town,Hackensack,us
2017-03-24,23:00,Social Networking,Hackensack,us
2017-03-24,23:00,Women's Social,Hackensack,us
2017-03-24,23:00,Outdoors,Hackensack,us
2017-03-24,23:00,Professional Networking,Hackensack,us
2017-03-24,23:00,Adventure,Hackensack,us
2017-03-24,23:00,Singles 30's-50's,Hackensack,us
2017-03-24,23:00,Small Business Marketing Strategy,Hackensack,us
2017-03-24,23:00,Single Professionals,Hackensack,us
2017-03-24,23:00,Dating and Relationships,Hackensack,us
2017-03-24,23:00,Singles 40's - 50's,Hackensack,us
2017-03-19,14:45,Geek Culture,London,gb
2017-03-19,14:45,Console Gaming,London,gb
2017-03-19,14:45,Pokemon,London,gb
2017-03-19,14:45,Video Games,London,gb
2017-03-19,14:45,Nintendo,London,gb
2017-03-19,14:45,Outdoor  Fitness,London,gb
2017-03-19,14:45,Social,London,gb
2017-03-19,14:45,Adventure,London,gb
2017-03-19,14:45,Strategy Games,London,gb
2017-03-19,14:45,Gaming,London,gb
2017-03-19,14:45,Geeks & Nerds,London,gb
2017-03-19,14:45,Food and Drink,London,gb
2017-03-19,14:45,Walking,London,gb
2017-03-19,14:45,Pokemon Go,London,gb
2017-04-09,05:00,BBQ,Tokyo,jp
2017-04-09,05:00,English as a Second Language,Tokyo,jp
2017-04-09,05:00,Weight Loss,Tokyo,jp
2017-04-09,05:00,Fitness,Tokyo,jp
2017-04-09,05:00,Singles,Tokyo,jp
2017-04-09,05:00,Culture Exchange,Tokyo,jp
2017-04-09,05:00,New In Town,Tokyo,jp
2017-04-09,05:00,Language Exchange,Tokyo,jp
2017-04-09,05:00,Social Networking,Tokyo,jp
2017-04-09,05:00,Outdoors,Tokyo,jp
2017-04-09,05:00,Group Fitness Training,Tokyo,jp
2017-04-09,05:00,Picnics,Tokyo,jp
2017-04-09,05:00,Adventure,Tokyo,jp
2017-04-09,05:00,Kickboxing,Tokyo,jp
2017-04-09,05:00,Drinking,Tokyo,jp
2017-03-31,20:30,orchestra,London,gb
2017-03-31,20:30,Flute,London,gb
2017-03-31,20:30,Cello,London,gb
2017-03-31,20:30,Viola,London,gb
2017-03-31,20:30,French Horn,London,gb
2017-03-31,20:30,Soul Music,London,gb
2017-03-31,20:30,Percussion,London,gb
2017-03-31,20:30,Violin,London,gb
2017-03-31,20:30,Trombones,London,gb
2017-03-31,20:30,Saxophones,London,gb
2017-03-31,20:30,Trumpet Players,London,gb
2017-03-31,20:30,Rhythm and Blues R&B,London,gb
2017-03-31,20:30,String Players,London,gb
2017-03-31,20:30,horn players,London,gb
2017-03-31,20:30,Choir,London,gb
2017-03-24,23:00,Wine,Hackensack,us
2017-03-24,23:00,Hiking,Hackensack,us
2017-03-24,23:00,Dining Out,Hackensack,us
2017-03-24,23:00,Marketing,Hackensack,us
2017-03-24,23:00,New In Town,Hackensack,us
2017-03-24,23:00,Social Networking,Hackensack,us
2017-03-24,23:00,Women's Social,Hackensack,us
2017-03-24,23:00,Outdoors,Hackensack,us
2017-03-24,23:00,Professional Networking,Hackensack,us
2017-03-24,23:00,Adventure,Hackensack,us
2017-03-24,23:00,Singles 30's-50's,Hackensack,us
2017-03-24,23:00,Small Business Marketing Strategy,Hackensack,us
2017-03-24,23:00,Single Professionals,Hackensack,us
2017-03-24,23:00,Dating and Relationships,Hackensack,us
2017-03-24,23:00,Singles 40's - 50's,Hackensack,us
2017-03-21,22:00,Gay Singles,London,gb
2017-03-21,22:00,Gay Couples,London,gb
2017-03-21,22:00,Sexual Education,London,gb
2017-03-21,22:00,LGBT Social Group,London,gb
2017-03-21,22:00,Gay,London,gb
2017-03-21,22:00,LGBT,London,gb
2017-03-21,22:00,LGBT Support,London,gb
2017-03-21,22:00,Gay Professionals,London,gb
2017-03-21,22:00,Intimacy,London,gb
2017-03-21,22:00,Human Sexuality,London,gb
2017-03-21,22:00,Self awareness workshops,London,gb
2017-03-21,22:00,Gay Men,London,gb
2017-03-21,22:00,Sexuality Awareness,London,gb
2017-04-16,04:00,Fitness,Taipei,tw
2017-04-16,04:00,Mountain Biking,Taipei,tw
2017-04-16,04:00,Sports and Recreation,Taipei,tw
2017-04-16,04:00,Outdoors,Taipei,tw
2017-04-16,04:00,Fun Times,Taipei,tw
2017-04-16,04:00,Winter and Summer Sports,Taipei,tw
2017-04-16,04:00,Adventure,Taipei,tw
2017-04-16,04:00,Water Sports,Taipei,tw
2017-04-16,04:00,Sports and Socials,Taipei,tw
2017-04-16,04:00,Hiking,Taipei,tw
2017-04-16,04:00,Exercise,Taipei,tw
2017-04-16,04:00,Recreational Sports,Taipei,tw
2017-03-20,00:00,Raw Food,Annandale,us
2017-03-20,00:00,Support,Annandale,us
2017-03-20,00:00,Whole Food Nutrition,Annandale,us
2017-03-20,00:00,Wellness,Annandale,us
2017-03-20,00:00,Alternative Medicine,Annandale,us
2017-03-20,00:00,Healthy Living,Annandale,us
2017-03-20,00:00,Exercise,Annandale,us
2017-03-20,00:00,Self-Improvement,Annandale,us
2017-03-20,00:00,Weight Loss,Annandale,us
2017-03-20,00:00,Holistic Health,Annandale,us
2017-03-20,00:00,Nutrition,Annandale,us
2017-03-20,00:00,Healthy Eating,Annandale,us
2017-03-20,00:00,Eat to Live,Annandale,us
2017-03-20,00:00,Vegan,Annandale,us
2017-03-20,00:00,Vegetarian,Annandale,us
2017-03-20,19:30,Open Source,München,de
2017-03-20,19:30,Linux,München,de
2017-03-20,19:30,Software Development,München,de
2017-03-20,19:30,Configuration Management,München,de
2017-03-20,19:30,DevOps,München,de
2017-03-20,19:30,System Administration,München,de
2017-03-20,19:30,Infrastructure as Code,München,de
2017-03-20,19:30,Puppet (software),München,de
2017-03-20,19:30,Continuous Delivery,München,de
2017-03-20,19:30,Opscode Chef,München,de
2017-03-20,19:30,Cfengine,München,de
2017-03-20,19:30,Ansible,München,de
2017-03-20,19:30,Continuous Deployment,München,de
2017-03-20,19:30,Unix,München,de
2017-03-24,02:00,Wine,Charleston,us
2017-03-24,02:00,Walking,Charleston,us
2017-03-24,02:00,Book Club,Charleston,us
2017-03-24,02:00,Women's Social,Charleston,us
2017-03-24,02:00,Beach,Charleston,us
2017-03-24,02:00,Girlfriends,Charleston,us
2017-03-24,02:00,Literature,Charleston,us
2017-03-24,02:00,Girls' Night Out,Charleston,us
2017-03-24,02:00,Happy Hour,Charleston,us
2017-03-24,02:00,Brunch,Charleston,us
2017-03-24,02:00,Dinner Parties,Charleston,us
2017-03-24,02:00,Weekend Getaways,Charleston,us
2017-03-24,02:00,spa party,Charleston,us
2017-03-24,02:00,Paddle Boarding,Charleston,us
2017-03-24,02:00,Arts n Crafts,Charleston,us
2017-04-12,20:30,New In Town,London,gb
2017-04-12,20:30,20's & 30's Social,London,gb
2017-04-12,20:30,Social Networking,London,gb
2017-04-12,20:30,Adventure,London,gb
2017-04-12,20:30,Meeting New and Exciting People,London,gb
2017-04-12,20:30,Young Professionals,London,gb
2017-04-12,20:30,Nightlife,London,gb
2017-04-12,20:30,Local Activities,London,gb
2017-04-12,20:30,"Eating, Drinking, Talking, Laughing, Etc",London,gb
2017-04-12,20:30,exploring London,London,gb
2017-04-12,20:30,Social,London,gb
2017-04-12,20:30,Meeting New People that Share the Same Interest,London,gb
2017-04-12,20:30,London,London,gb
2017-04-12,20:30,Dancing,London,gb
2017-04-12,20:30,Fun Times,London,gb
2017-03-20,20:00,Open Data,Frankfurt,de
2017-03-20,20:00,Civic Hacking,Frankfurt,de
2017-03-20,20:00,Civic Engagement & Technology,Frankfurt,de
2017-03-20,20:00,Open Government,Frankfurt,de
2017-03-20,20:00,Data Visualization,Frankfurt,de
2017-03-20,20:00,Data Analytics,Frankfurt,de
2017-03-20,20:00,Data Science,Frankfurt,de
2017-03-20,20:00,Data Journalism,Frankfurt,de
2017-03-20,20:00,Big Data,Frankfurt,de
2017-03-20,20:00,Software Development,Frankfurt,de
2017-03-20,20:00,Mobile Development,Frankfurt,de
2017-03-20,20:00,Web Development,Frankfurt,de
2017-03-20,20:00,Hacking,Frankfurt,de
2017-03-20,20:00,Computer programming,Frankfurt,de
2017-04-23,04:00,Fitness,Taipei,tw
2017-04-23,04:00,Mountain Biking,Taipei,tw
2017-04-23,04:00,Sports and Recreation,Taipei,tw
2017-04-23,04:00,Outdoors,Taipei,tw
2017-04-23,04:00,Fun Times,Taipei,tw
2017-04-23,04:00,Winter and Summer Sports,Taipei,tw
2017-04-23,04:00,Adventure,Taipei,tw
2017-04-23,04:00,Water Sports,Taipei,tw
2017-04-23,04:00,Sports and Socials,Taipei,tw
2017-04-23,04:00,Hiking,Taipei,tw
2017-04-23,04:00,Exercise,Taipei,tw
2017-04-23,04:00,Recreational Sports,Taipei,tw
2017-04-02,06:00,Social,Brisbane,au
2017-04-02,06:00,Social Networking,Brisbane,au
2017-04-02,06:00,Singles,Brisbane,au
2017-04-02,06:00,Music,Brisbane,au
2017-04-02,06:00,Live Music,Brisbane,au
2017-04-02,06:00,Local Bands,Brisbane,au
2017-04-02,06:00,Dining Out,Brisbane,au
2017-04-02,06:00,Dancing,Brisbane,au
2017-04-02,06:00,Dinner and Drinks,Brisbane,au
2017-03-23,23:00,Social,Montréal,ca
2017-03-23,23:00,Arts & Culture,Montréal,ca
2017-03-23,23:00,Singles,Montréal,ca
2017-03-23,23:00,Sports and Socials,Montréal,ca
2017-03-23,23:00,Movies in Movie Theaters,Montréal,ca
2017-03-23,23:00,Dancing,Montréal,ca
2017-03-23,23:00,New In Town,Montréal,ca
2017-03-23,23:00,Brunches and Dinners,Montréal,ca
2017-03-23,23:00,Monthly Mix and Mingles,Montréal,ca
2017-03-23,23:00,Tennis,Montréal,ca
2017-03-23,23:00,Pool,Montréal,ca
2017-03-23,23:00,Indoor Volleyball,Montréal,ca
2017-03-23,23:00,Bowling for Fun,Montréal,ca
2017-03-23,23:00,Travel,Montréal,ca
2017-03-22,10:45,Social,Brisbane,au
2017-03-22,10:45,Social Networking,Brisbane,au
2017-03-22,10:45,Live Music,Brisbane,au
2017-03-22,10:45,Dancing,Brisbane,au
2017-03-22,10:45,Nightlife,Brisbane,au
2017-03-22,10:45,Dining Out,Brisbane,au
2017-03-22,10:45,Fun Times,Brisbane,au
2017-03-22,10:45,Wine,Brisbane,au
2017-03-22,10:45,New In Town,Brisbane,au
2017-03-22,10:45,Pubs and Bars,Brisbane,au
2017-03-22,10:45,Drinking,Brisbane,au
2017-03-22,10:45,Food and Drink,Brisbane,au
2017-03-26,12:30,Fitness,Barcelona,es
2017-03-26,12:30,Boxing,Barcelona,es
2017-03-26,12:30,fitness boxing,Barcelona,es
2017-03-26,12:30,boxing classes,Barcelona,es
2017-03-26,12:30,Outdoors,Barcelona,es
2017-03-26,12:30,Group Fitness Training,Barcelona,es
2017-03-26,12:30,Outdoor  Fitness,Barcelona,es
2017-03-26,12:30,Exercise,Barcelona,es
2017-07-01,14:00,Women Entrepreneurs,London,gb
2017-07-01,14:00,New In Town,London,gb
2017-07-01,14:00,Nightlife,London,gb
2017-07-01,14:00,Women's Social,London,gb
2017-07-01,14:00,Social,London,gb
2017-07-01,14:00,Fun Times,London,gb
2017-07-01,14:00,Girlfriends,London,gb
2017-07-01,14:00,Girls having fun,London,gb
2017-07-01,14:00,Entertainment,London,gb
2017-07-01,14:00,Girls' Night Out,London,gb
2017-07-01,14:00,Professional Women,London,gb
2017-07-01,14:00,Young Professional Women,London,gb
2017-07-01,14:00,20's & 30's Social,London,gb
2017-03-26,19:30,Fun Times,Uppsala,se
2017-03-26,19:30,Language & Culture,Uppsala,se
2017-03-26,19:30,Social,Uppsala,se
2017-03-26,19:30,Dining Out,Uppsala,se
2017-03-26,19:30,Expat,Uppsala,se
2017-03-26,19:30,New In Town,Uppsala,se
2017-03-26,19:30,International and Exchange Students,Uppsala,se
2017-03-26,19:30,uppsala,Uppsala,se
2017-03-26,19:30,stockholm,Uppsala,se
2017-03-26,19:30,Sweden,Uppsala,se
2017-03-26,19:30,scandinavia,Uppsala,se
2017-03-26,19:30,Nordic,Uppsala,se
2017-04-23,20:30,Social Networking,Los Angeles,us
2017-04-23,20:30,Self-Improvement,Los Angeles,us
2017-04-23,20:30,New In Town,Los Angeles,us
2017-04-23,20:30,Women's Social,Los Angeles,us
2017-04-23,20:30,Singles,Los Angeles,us
2017-04-23,20:30,Fun Times,Los Angeles,us
2017-04-23,20:30,Social,Los Angeles,us
2017-04-23,20:30,Fitness,Los Angeles,us
2017-04-23,20:30,Professional Networking,Los Angeles,us
2017-04-23,20:30,Entrepreneurship,Los Angeles,us
2017-04-23,20:30,Dining Out,Los Angeles,us
2017-04-23,20:30,Hiking,Los Angeles,us
2017-04-05,19:00,Innovation,München,de
2017-04-05,19:00,Product Design,München,de
2017-04-05,19:00,New Technology,München,de
2017-04-05,19:00,Professional Networking,München,de
2017-04-05,19:00,Entrepreneurship,München,de
2017-04-05,19:00,Entrepreneur Networking,München,de
2017-04-05,19:00,Young Entrepreneur,München,de
2017-04-05,19:00,Startup Businesses,München,de
2017-04-05,19:00,Product Development,München,de
2017-04-05,19:00,Software Product Management,München,de
2017-04-05,19:00,New Product Development: Software & Tech,München,de
2017-04-05,19:00,Technology Startups,München,de
2017-04-05,19:00,Internet Startups,München,de
2017-04-05,19:00,Internet of Things,München,de
2017-03-21,21:00,Acting,London,gb
2017-03-21,21:00,Comedy,London,gb
2017-03-21,21:00,Performing Arts,London,gb
2017-03-21,21:00,Theater,London,gb
2017-03-21,21:00,Improv,London,gb
2017-03-21,21:00,Comedy Classes,London,gb
2017-03-21,21:00,Improv Comedy Classes,London,gb
2017-03-21,21:00,Comedy Writing,London,gb
2017-03-21,21:00,Comedy Club,London,gb
2017-03-21,21:00,comedy show,London,gb
2017-03-29,19:30,Robotics,Madrid,es
2017-03-29,19:30,DIY (Do It Yourself),Madrid,es
2017-03-29,19:30,Makerspaces,Madrid,es
2017-03-29,19:30,Electronics,Madrid,es
2017-03-29,19:30,Microcontrollers,Madrid,es
2017-03-29,19:30,Hacking,Madrid,es
2017-03-29,19:30,Arduino,Madrid,es
2017-03-29,19:30,Makers,Madrid,es
2017-03-29,19:30,3D Printing,Madrid,es
2017-03-29,19:30,DIY Technology,Madrid,es
2017-03-29,19:30,Raspberry Pi,Madrid,es
2017-03-20,19:30,Linux,Warsaw,pl
2017-03-20,19:30,Machine Learning,Warsaw,pl
2017-03-20,19:30,Mobile Development,Warsaw,pl
2017-03-20,19:30,Big Data,Warsaw,pl
2017-03-20,19:30,Mobile Technology,Warsaw,pl
2017-03-20,19:30,HTML5,Warsaw,pl
2017-03-20,19:30,New Technology,Warsaw,pl
2017-03-20,19:30,JavaScript,Warsaw,pl
2017-03-20,19:30,Software Development,Warsaw,pl
2017-03-20,19:30,Python,Warsaw,pl
2017-03-20,19:30,Web Design,Warsaw,pl
2017-03-20,19:30,Open Source,Warsaw,pl
2017-03-20,19:30,Web Development,Warsaw,pl
2017-03-20,19:30,Computer programming,Warsaw,pl
2017-03-25,05:00,New In Town,Los Angeles,us
2017-03-25,05:00,Fun Times,Los Angeles,us
2017-03-25,05:00,Social,Los Angeles,us
2017-03-25,05:00,Adventure,Los Angeles,us
2017-03-25,05:00,Social Networking,Los Angeles,us
2017-03-25,05:00,Singles,Los Angeles,us
2017-03-25,05:00,Couples,Los Angeles,us
2017-03-25,05:00,Dating and Relationships,Los Angeles,us
2017-03-25,05:00,20's & 30's Social,Los Angeles,us
2017-03-25,05:00,Singles 40's - 50's,Los Angeles,us
2017-03-25,05:00,Dining Out,Los Angeles,us
2017-03-25,05:00,Women's Social,Los Angeles,us
2017-03-25,05:00,Happy Hour,Los Angeles,us
2017-03-25,05:00,Culture History Museum Tour Tourist Sightseeing,Los Angeles,us
2017-03-25,05:00,Single singles date dating social speed networking,Los Angeles,us
2017-04-02,06:00,Social,Brisbane,au
2017-04-02,06:00,Social Networking,Brisbane,au
2017-04-02,06:00,Singles,Brisbane,au
2017-04-02,06:00,Music,Brisbane,au
2017-04-02,06:00,Live Music,Brisbane,au
2017-04-02,06:00,Local Bands,Brisbane,au
2017-04-02,06:00,Dining Out,Brisbane,au
2017-04-02,06:00,Dancing,Brisbane,au
2017-04-02,06:00,Dinner and Drinks,Brisbane,au
2017-04-02,19:00,Wargaming,Cedar Grove,us
2017-04-02,19:00,tabletop board games,Cedar Grove,us
2017-04-02,19:00,Game Night,Cedar Grove,us
2017-04-02,19:00,Board Games,Cedar Grove,us
2017-04-02,19:00,Tabletop Role Playing and Board Games,Cedar Grove,us
2017-04-02,19:00,Games,Cedar Grove,us
2017-04-02,19:00,Card Games,Cedar Grove,us
2017-04-02,19:00,european board games,Cedar Grove,us
2017-04-02,19:00,Strategy Board Games,Cedar Grove,us
2017-04-02,19:00,Fantasy Wargaming,Cedar Grove,us
2017-04-02,19:00,Wargaming,Cedar Grove,us
2017-04-02,19:00,tabletop board games,Cedar Grove,us
2017-04-02,19:00,Game Night,Cedar Grove,us
2017-04-02,19:00,Board Games,Cedar Grove,us
2017-04-02,19:00,Tabletop Role Playing and Board Games,Cedar Grove,us
2017-04-02,19:00,Games,Cedar Grove,us
2017-04-02,19:00,Card Games,Cedar Grove,us
2017-04-02,19:00,european board games,Cedar Grove,us
2017-04-02,19:00,Strategy Board Games,Cedar Grove,us
2017-04-02,19:00,Fantasy Wargaming,Cedar Grove,us
2017-03-25,12:00,Extreme Programming,Cairo,eg
2017-03-25,12:00,Scrum,Cairo,eg
2017-03-25,12:00,Agile Project Management,Cairo,eg
2017-03-25,12:00,Test Driven Development,Cairo,eg
2017-03-25,12:00,Kanban,Cairo,eg
2017-03-25,12:00,Lean Startup,Cairo,eg
2017-03-25,12:00,Test Automation,Cairo,eg
2017-03-25,12:00,Agile Coaching,Cairo,eg
2017-03-25,12:00,Scrumban,Cairo,eg
2017-03-25,12:00,Agile Leadership,Cairo,eg
2017-03-25,12:00,Agile Transformation,Cairo,eg
2017-03-20,19:30,Open Source,München,de
2017-03-20,19:30,Linux,München,de
2017-03-20,19:30,Software Development,München,de
2017-03-20,19:30,Configuration Management,München,de
2017-03-20,19:30,DevOps,München,de
2017-03-20,19:30,System Administration,München,de
2017-03-20,19:30,Infrastructure as Code,München,de
2017-03-20,19:30,Puppet (software),München,de
2017-03-20,19:30,Continuous Delivery,München,de
2017-03-20,19:30,Opscode Chef,München,de
2017-03-20,19:30,Cfengine,München,de
2017-03-20,19:30,Ansible,München,de
2017-03-20,19:30,Continuous Deployment,München,de
2017-03-20,19:30,Unix,München,de
2017-03-19,16:00,Strategy Board Games,Antwerpen,be
2017-03-19,16:00,Chess,Antwerpen,be
2017-03-19,16:00,Games,Antwerpen,be
2017-03-19,16:00,Tabletop Role Playing and Board Games,Antwerpen,be
2017-03-19,16:00,Gaming,Antwerpen,be
2017-03-19,16:00,Board Games,Antwerpen,be
2017-03-19,16:00,Game Night,Antwerpen,be
2017-03-19,16:00,Chess/Boardgames,Antwerpen,be
2017-04-01,12:30,Spanish Language,Seoul,kr
2017-04-01,12:30,Español,Seoul,kr
2017-04-01,12:30,Spanish Speakers,Seoul,kr
2017-04-01,12:30,Spanish English Exchange,Seoul,kr
2017-04-01,12:30,Spanish & English Language Exchange,Seoul,kr
2017-04-01,12:30,Spanish Speaking Social Group,Seoul,kr
2017-04-01,12:30,Spanish Speaking Club,Seoul,kr
2017-03-24,22:00,Quiz nights,Gosport,gb
2017-03-24,22:00,Lunch,Gosport,gb
2017-03-24,22:00,Nature Walks,Gosport,gb
2017-03-24,22:00,"Eating, Drinking, Talking, Laughing, Etc",Gosport,gb
2017-03-24,22:00,Dog Walks,Gosport,gb
2017-03-24,22:00,Live Music,Gosport,gb
2017-03-24,22:00,Coffee Lovers,Gosport,gb
2017-03-24,22:00,Adventure,Gosport,gb
2017-03-24,22:00,Fun Times,Gosport,gb
2017-03-24,22:00,New In Town,Gosport,gb
2017-03-24,22:00,Walking,Gosport,gb
2017-03-24,22:00,Dining Out,Gosport,gb
2017-03-24,22:00,Social,Gosport,gb
2017-03-24,22:00,Foodie,Gosport,gb
2017-03-24,22:00,Paranormal Investigations,Gosport,gb
2017-03-27,08:00,Education & Technology,Tokyo,jp
2017-03-27,08:00,Education,Tokyo,jp
2017-03-27,08:00,New Technology,Tokyo,jp
2017-03-27,08:00,Web Technology,Tokyo,jp
2017-03-27,08:00,Intellectual Discussion,Tokyo,jp
2017-03-27,08:00,Business Strategy,Tokyo,jp
2017-03-27,08:00,Big Data,Tokyo,jp
2017-03-27,08:00,International Professionals,Tokyo,jp
2017-03-27,08:00,Startup Businesses,Tokyo,jp
2017-03-27,08:00,Knowledge Sharing,Tokyo,jp
2017-03-27,08:00,Technology Startups,Tokyo,jp
2017-03-24,21:00,Fitness,Copenhagen,dk
2017-03-24,21:00,Soccer,Copenhagen,dk
2017-03-24,21:00,Ultimate Frisbee,Copenhagen,dk
2017-03-24,21:00,Rugby,Copenhagen,dk
2017-03-24,21:00,Badminton,Copenhagen,dk
2017-03-24,21:00,Basketball,Copenhagen,dk
2017-03-24,21:00,Flag Football,Copenhagen,dk
2017-03-24,21:00,Sports and Recreation,Copenhagen,dk
2017-03-24,21:00,Games,Copenhagen,dk
2017-03-24,21:00,Sports and Socials,Copenhagen,dk
2017-03-24,21:00,touch rugby,Copenhagen,dk
2017-03-24,21:00,Team Sport,Copenhagen,dk
2017-03-25,13:00,Dating and Relationships,Chigwell,gb
2017-03-25,13:00,Singles,Chigwell,gb
2017-03-25,13:00,Social Networking,Chigwell,gb
2017-03-25,13:00,Social,Chigwell,gb
2017-03-25,13:00,Singles 30's-50's,Chigwell,gb
2017-03-25,13:00,Dinner and a Movie,Chigwell,gb
2017-03-25,13:00,Movie Nights,Chigwell,gb
2017-03-25,13:00,Watching Movies,Chigwell,gb
2017-03-25,13:00,Film,Chigwell,gb
2017-03-25,13:00,Walking,Chigwell,gb
2017-03-25,13:00,Socializing for 40+,Chigwell,gb
2017-05-09,20:30,Linux,Dublin,ie
2017-05-09,20:30,Cloud Computing,Dublin,ie
2017-05-09,20:30,Open Source,Dublin,ie
2017-05-09,20:30,IT Infrastructure,Dublin,ie
2017-05-09,20:30,Configuration Management,Dublin,ie
2017-05-09,20:30,Operations and Data Center Management,Dublin,ie
2017-05-09,20:30,Data Center and Operations Automation,Dublin,ie
2017-05-09,20:30,DevOps,Dublin,ie
2017-05-09,20:30,IaaS (Infrastructure as a Service),Dublin,ie
2017-05-09,20:30,PaaS (Platform as a Service),Dublin,ie
2017-05-09,20:30,Cloud Security,Dublin,ie
2017-05-09,20:30,Virtualization,Dublin,ie
2017-05-09,20:30,Infrastructure as Code,Dublin,ie
2017-05-09,20:30,OpenStack,Dublin,ie
2017-05-09,20:30,Continuous Delivery,Dublin,ie
2017-05-09,20:30,Docker,Dublin,ie
2017-04-01,09:30,Hiking,Aberdeen,gb
2017-04-01,09:30,Walking,Aberdeen,gb
2017-04-01,09:30,Outdoors,Aberdeen,gb
2017-04-01,09:30,Outdoor  Fitness,Aberdeen,gb
2017-04-01,09:30,Leisure Walking,Aberdeen,gb
2017-04-01,09:30,Hillwalking,Aberdeen,gb
2017-04-01,09:30,Munro Bagging,Aberdeen,gb
2017-04-01,09:30,Weekend Adventures,Aberdeen,gb
2017-04-01,09:30,Outdoor Adventures,Aberdeen,gb
2017-04-01,09:30,Healthy Living,Aberdeen,gb
2017-04-01,09:30,Hill Walking,Aberdeen,gb
2017-04-01,09:30,Winter Walking & Climbing,Aberdeen,gb
2017-04-01,09:30,hill walking club,Aberdeen,gb
2017-03-25,13:00,Singles,Singapore,sg
2017-03-25,13:00,New In Town,Singapore,sg
2017-03-25,13:00,Nightlife,Singapore,sg
2017-03-25,13:00,Social Networking,Singapore,sg
2017-03-25,13:00,Expat,Singapore,sg
2017-03-25,13:00,Women's Social,Singapore,sg
2017-03-25,13:00,Social,Singapore,sg
2017-03-25,13:00,Fun Times,Singapore,sg
2017-03-25,13:00,Professional Networking,Singapore,sg
2017-03-25,13:00,Happy Hour,Singapore,sg
2017-03-25,13:00,Dancing,Singapore,sg
2017-03-25,13:00,International Friends,Singapore,sg
2017-03-19,16:00,International Travel,Columbia,us
2017-03-19,16:00,Dining Out,Columbia,us
2017-03-19,16:00,Travel,Columbia,us
2017-03-19,16:00,Solo Travelers,Columbia,us
2017-03-19,16:00,Travel Photography,Columbia,us
2017-03-19,16:00,Cruises,Columbia,us
2017-03-19,16:00,Exotic Travel,Columbia,us
2017-03-27,08:00,Education & Technology,Tokyo,jp
2017-03-27,08:00,Education,Tokyo,jp
2017-03-27,08:00,New Technology,Tokyo,jp
2017-03-27,08:00,Web Technology,Tokyo,jp
2017-03-27,08:00,Intellectual Discussion,Tokyo,jp
2017-03-27,08:00,Business Strategy,Tokyo,jp
2017-03-27,08:00,Big Data,Tokyo,jp
2017-03-27,08:00,International Professionals,Tokyo,jp
2017-03-27,08:00,Startup Businesses,Tokyo,jp
2017-03-27,08:00,Knowledge Sharing,Tokyo,jp
2017-03-27,08:00,Technology Startups,Tokyo,jp
2017-03-25,14:00,Fitness,Copenhagen,dk
2017-03-25,14:00,Soccer,Copenhagen,dk
2017-03-25,14:00,Ultimate Frisbee,Copenhagen,dk
2017-03-25,14:00,Rugby,Copenhagen,dk
2017-03-25,14:00,Badminton,Copenhagen,dk
2017-03-25,14:00,Basketball,Copenhagen,dk
2017-03-25,14:00,Flag Football,Copenhagen,dk
2017-03-25,14:00,Sports and Recreation,Copenhagen,dk
2017-03-25,14:00,Games,Copenhagen,dk
2017-03-25,14:00,Sports and Socials,Copenhagen,dk
2017-03-25,14:00,touch rugby,Copenhagen,dk
2017-03-25,14:00,Team Sport,Copenhagen,dk
2017-03-26,11:30,ESL practice,Nagoya,jp
2017-03-26,11:30,Social Networking,Nagoya,jp
2017-03-26,11:30,Japanese Language,Nagoya,jp
2017-03-26,11:30,English as a Second Language,Nagoya,jp
2017-03-26,11:30,Language Study,Nagoya,jp
2017-03-26,11:30,Culture Exchange,Nagoya,jp
2017-03-26,11:30,Language Exchange,Nagoya,jp
2017-03-26,11:30,Language & Culture,Nagoya,jp
2017-03-26,11:30,International Friends,Nagoya,jp
2017-03-26,11:30,English Language,Nagoya,jp
2017-03-26,11:30,Japanese Culture,Nagoya,jp
2017-04-01,12:30,Spanish Language,Seoul,kr
2017-04-01,12:30,Español,Seoul,kr
2017-04-01,12:30,Spanish Speakers,Seoul,kr
2017-04-01,12:30,Spanish English Exchange,Seoul,kr
2017-04-01,12:30,Spanish & English Language Exchange,Seoul,kr
2017-04-01,12:30,Spanish Speaking Social Group,Seoul,kr
2017-04-01,12:30,Spanish Speaking Club,Seoul,kr
2017-03-30,19:00,Consciousness,München,de
2017-03-30,19:00,Social Networking,München,de
2017-03-30,19:00,Life Transformation,München,de
